time,temperature_2m,precipitation,wind_speed_10m,wind_gusts_10m,wind_direction_10m
2021-01-01 00:00:00,-0.2,0.0,5.1,12.2,8
2021-01-01 01:00:00,0.1,0.0,4.8,12.2,42
2021-01-01 02:00:00,-0.7,0.0,4.3,10.1,42
2021-01-01 03:00:00,-1.3,0.0,5.0,10.4,21
2021-01-01 04:00:00,-1.7,0.0,4.8,10.4,13
2021-01-01 05:00:00,-2.4,0.0,5.1,10.8,8
2021-01-01 06:00:00,-2.1,0.0,4.3,11.2,360
2021-01-01 07:00:00,-2.4,0.0,4.5,12.6,14
2021-01-01 08:00:00,-2.6,0.0,4.2,12.6,20
2021-01-01 09:00:00,-2.9,0.0,5.1,11.9,39
2021-01-01 10:00:00,-3.1,0.0,4.3,11.2,48
2021-01-01 11:00:00,-2.2,0.0,2.7,9.0,67
2021-01-01 12:00:00,-0.5,0.0,1.8,6.1,79
2021-01-01 13:00:00,0.7,0.0,2.6,3.6,146
2021-01-01 14:00:00,0.6,0.0,3.4,6.1,122
2021-01-01 15:00:00,1.5,0.0,2.3,5.0,108
2021-01-01 16:00:00,0.2,0.0,2.6,4.7,106
2021-01-01 17:00:00,-2.1,0.0,4.2,7.2,110
2021-01-01 18:00:00,-2.4,0.0,4.0,7.6,100
2021-01-01 19:00:00,-2.7,0.0,3.6,7.6,84
2021-01-01 20:00:00,-2.7,0.0,4.0,7.2,80
2021-01-01 21:00:00,-2.6,0.0,4.7,8.3,86
2021-01-01 22:00:00,-2.7,0.0,5.0,9.4,90
2021-01-01 23:00:00,-2.8,0.0,4.7,9.7,90
2021-01-02 00:00:00,-3.1,0.0,5.1,9.4,94
2021-01-02 01:00:00,-1.9,0.0,4.3,9.7,90
2021-01-02 02:00:00,-1.9,0.0,4.0,10.8,95
2021-01-02 03:00:00,-1.8,0.0,4.0,9.7,95
2021-01-02 04:00:00,-1.4,0.0,4.5,11.5,119
2021-01-02 05:00:00,-0.9,0.0,4.4,11.9,125
2021-01-02 06:00:00,-0.1,0.0,5.6,13.0,130
2021-01-02 07:00:00,0.2,0.0,7.3,16.6,147
2021-01-02 08:00:00,-0.7,0.0,7.7,18.0,139
2021-01-02 09:00:00,-0.8,0.0,8.4,19.4,137
2021-01-02 10:00:00,-0.7,0.0,8.5,20.2,144
2021-01-02 11:00:00,0.4,0.0,9.4,21.2,148
2021-01-02 12:00:00,1.2,0.0,9.3,22.3,144
2021-01-02 13:00:00,1.6,0.0,10.6,22.0,145
2021-01-02 14:00:00,1.6,0.0,10.0,25.2,139
2021-01-02 15:00:00,1.5,0.0,9.7,24.8,132
2021-01-02 16:00:00,1.1,0.0,9.1,24.1,124
2021-01-02 17:00:00,0.0,0.0,8.5,22.7,118
2021-01-02 18:00:00,-0.6,0.0,8.4,21.2,110
2021-01-02 19:00:00,-0.9,0.0,8.1,20.9,103
2021-01-02 20:00:00,-1.5,0.0,7.4,19.4,104
2021-01-02 21:00:00,-1.9,0.0,6.8,17.6,87
2021-01-02 22:00:00,-2.0,0.0,6.9,15.8,81
2021-01-02 23:00:00,-2.2,0.0,7.5,15.1,73
2021-01-03 00:00:00,-2.3,0.0,8.4,16.9,70
2021-01-03 01:00:00,-2.4,0.0,8.3,16.9,72
2021-01-03 02:00:00,-1.7,0.0,8.8,17.6,71
2021-01-03 03:00:00,-1.8,0.0,8.7,18.0,66
2021-01-03 04:00:00,-2.0,0.0,7.6,17.6,65
2021-01-03 05:00:00,-2.2,0.0,7.1,15.1,66
2021-01-03 06:00:00,-2.3,0.0,6.5,15.1,71
2021-01-03 07:00:00,-2.5,0.0,5.2,13.7,74
2021-01-03 08:00:00,-2.8,0.0,4.3,11.2,85
2021-01-03 09:00:00,-3.1,0.0,2.2,9.4,90
2021-01-03 10:00:00,-3.3,0.0,1.1,6.1,72
2021-01-03 11:00:00,-2.5,0.0,2.6,6.5,74
2021-01-03 12:00:00,-1.2,0.0,3.3,6.8,84
2021-01-03 13:00:00,-0.2,0.0,4.7,6.8,81
2021-01-03 14:00:00,-0.3,0.0,4.7,11.2,90
2021-01-03 15:00:00,-0.8,0.0,3.7,10.1,101
2021-01-03 16:00:00,-2.0,0.0,1.8,8.6,90
2021-01-03 17:00:00,-2.0,0.0,1.8,5.8,79
2021-01-03 18:00:00,-1.9,0.0,2.2,6.8,81
2021-01-03 19:00:00,-1.9,0.0,2.2,6.8,99
2021-01-03 20:00:00,-2.4,0.0,1.8,6.5,101
2021-01-03 21:00:00,-2.9,0.0,2.2,6.1,81
2021-01-03 22:00:00,-2.8,0.0,3.0,7.9,76
2021-01-03 23:00:00,-2.8,0.0,3.2,8.6,63
2021-01-04 00:00:00,-3.0,0.0,3.5,8.6,66
2021-01-04 01:00:00,-3.7,0.0,5.6,8.6,50
2021-01-04 02:00:00,-2.6,0.0,3.6,10.4,53
2021-01-04 03:00:00,-2.5,0.0,3.8,9.4,49
2021-01-04 04:00:00,-2.5,0.0,3.4,9.7,32
2021-01-04 05:00:00,-2.7,0.0,3.7,10.1,29
2021-01-04 06:00:00,-3.3,0.0,4.3,10.4,48
2021-01-04 07:00:00,-1.8,0.0,2.1,10.1,59
2021-01-04 08:00:00,-1.9,0.0,1.5,6.8,45
2021-01-04 09:00:00,-2.9,0.0,2.5,6.8,90
2021-01-04 10:00:00,-2.9,0.0,3.9,9.7,112
2021-01-04 11:00:00,-2.7,0.0,4.8,11.2,132
2021-01-04 12:00:00,-1.7,0.0,1.8,10.8,90
2021-01-04 13:00:00,-1.4,0.0,2.1,6.8,31
2021-01-04 14:00:00,-1.2,0.0,2.3,6.1,72
2021-01-04 15:00:00,-1.8,0.0,4.0,9.0,95
2021-01-04 16:00:00,-2.4,0.0,4.7,10.1,90
2021-01-04 17:00:00,-2.9,0.0,4.0,10.1,80
2021-01-04 18:00:00,-3.2,0.0,3.9,8.6,56
2021-01-04 19:00:00,-3.4,0.0,4.4,9.4,55
2021-01-04 20:00:00,-3.5,0.0,4.2,10.1,59
2021-01-04 21:00:00,-3.5,0.0,6.1,13.3,62
2021-01-04 22:00:00,-3.9,0.0,5.6,14.0,63
2021-01-04 23:00:00,-4.1,0.0,4.3,12.6,66
2021-01-05 00:00:00,-4.2,0.0,2.9,10.4,90
2021-01-05 01:00:00,-4.8,0.0,4.0,7.9,95
2021-01-05 02:00:00,-2.8,0.0,2.2,9.0,99
2021-01-05 03:00:00,-2.5,0.0,2.2,7.6,90
2021-01-05 04:00:00,-2.4,0.0,2.5,7.9,98
2021-01-05 05:00:00,-2.8,0.0,1.6,7.6,117
2021-01-05 06:00:00,-3.4,0.0,1.8,5.8,127
2021-01-05 07:00:00,-3.4,0.0,2.8,5.4,130
2021-01-05 08:00:00,-3.0,0.0,2.8,6.1,130
2021-01-05 09:00:00,-2.6,0.0,5.4,10.1,132
2021-01-05 10:00:00,-2.8,0.0,4.8,10.4,132
2021-01-05 11:00:00,-2.2,0.0,3.8,10.1,139
2021-01-05 12:00:00,-1.2,0.0,3.6,8.3,143
2021-01-05 13:00:00,0.1,0.0,1.5,7.6,135
2021-01-05 14:00:00,-0.3,0.0,2.2,4.3,81
2021-01-05 15:00:00,0.3,0.0,2.2,5.0,81
2021-01-05 16:00:00,-0.4,0.0,3.4,5.0,72
2021-01-05 17:00:00,-1.9,0.0,3.6,7.6,90
2021-01-05 18:00:00,-2.1,0.0,3.3,7.6,96
2021-01-05 19:00:00,-2.7,0.0,2.5,7.2,98
2021-01-05 20:00:00,-3.1,0.0,2.5,6.1,82
2021-01-05 21:00:00,-2.2,0.0,2.9,6.5,90
2021-01-05 22:00:00,-1.9,0.0,5.0,10.4,90
2021-01-05 23:00:00,-2.1,0.0,4.7,10.8,90
2021-01-06 00:00:00,-2.6,0.0,3.3,10.1,96
2021-01-06 01:00:00,-4.2,0.0,4.0,7.9,95
2021-01-06 02:00:00,-3.4,0.0,1.5,7.2,104
2021-01-06 03:00:00,-3.2,0.0,2.2,6.1,99
2021-01-06 04:00:00,-3.2,0.0,2.6,6.1,106
2021-01-06 05:00:00,-3.2,0.0,4.0,8.6,117
2021-01-06 06:00:00,-3.7,0.0,2.8,8.3,130
2021-01-06 07:00:00,-3.6,0.0,2.9,6.8,120
2021-01-06 08:00:00,-3.5,0.0,4.1,8.6,128
2021-01-06 09:00:00,-3.6,0.0,4.6,9.4,135
2021-01-06 10:00:00,-3.5,0.0,6.4,12.2,142
2021-01-06 11:00:00,-2.6,0.0,7.4,14.8,151
2021-01-06 12:00:00,-1.6,0.0,6.8,15.1,162
2021-01-06 13:00:00,-1.4,0.0,6.3,14.4,149
2021-01-06 14:00:00,-1.5,0.0,6.7,14.8,144
2021-01-06 15:00:00,-2.2,0.0,6.9,15.5,141
2021-01-06 16:00:00,-3.1,0.0,7.4,16.2,137
2021-01-06 17:00:00,-3.5,0.0,8.7,18.4,135
2021-01-06 18:00:00,-3.6,0.0,8.7,18.4,132
2021-01-06 19:00:00,-3.6,0.0,8.4,18.7,137
2021-01-06 20:00:00,-3.6,0.0,9.7,20.5,135
2021-01-06 21:00:00,-3.5,0.0,10.2,21.6,132
2021-01-06 22:00:00,-3.3,0.0,9.7,21.6,138
2021-01-06 23:00:00,-1.8,0.0,9.8,22.3,144
2021-01-07 00:00:00,-1.0,0.0,10.2,23.8,135
2021-01-07 01:00:00,-1.2,0.0,10.0,24.5,131
2021-01-07 02:00:00,-2.3,0.0,8.9,23.0,140
2021-01-07 03:00:00,-2.1,0.0,9.0,20.9,157
2021-01-07 04:00:00,-1.3,0.0,8.9,22.3,153
2021-01-07 05:00:00,-1.2,0.0,9.2,22.3,141
2021-01-07 06:00:00,-1.0,0.0,8.4,22.0,140
2021-01-07 07:00:00,-1.3,0.0,10.0,22.3,150
2021-01-07 08:00:00,-1.2,0.0,10.0,24.1,154
2021-01-07 09:00:00,-0.7,0.0,10.6,25.6,152
2021-01-07 10:00:00,-0.5,0.0,11.6,28.1,154
2021-01-07 11:00:00,-0.5,0.0,12.5,30.6,147
2021-01-07 12:00:00,-0.2,0.0,12.2,31.0,152
2021-01-07 13:00:00,0.1,0.0,12.1,30.6,157
2021-01-07 14:00:00,0.0,0.0,10.6,29.2,156
2021-01-07 15:00:00,-1.0,0.0,10.3,25.9,144
2021-01-07 16:00:00,-2.3,0.0,10.7,24.5,135
2021-01-07 17:00:00,-3.0,0.0,11.0,25.6,131
2021-01-07 18:00:00,-3.1,0.0,10.7,25.6,138
2021-01-07 19:00:00,-3.2,0.0,11.0,25.2,148
2021-01-07 20:00:00,-3.3,0.0,11.4,27.4,145
2021-01-07 21:00:00,-3.4,0.0,10.6,27.0,145
2021-01-07 22:00:00,-3.6,0.0,9.2,25.6,141
2021-01-07 23:00:00,-3.5,0.0,9.4,22.0,137
2021-01-08 00:00:00,-3.1,0.0,10.5,24.1,131
2021-01-08 01:00:00,-2.6,0.0,9.7,25.2,135
2021-01-08 02:00:00,-2.3,0.0,9.8,23.4,126
2021-01-08 03:00:00,-2.3,0.0,10.0,22.3,128
2021-01-08 04:00:00,-2.8,0.0,8.4,22.7,121
2021-01-08 05:00:00,-3.2,0.0,6.3,19.1,121
2021-01-08 06:00:00,-3.4,0.0,6.3,14.4,114
2021-01-08 07:00:00,-3.6,0.0,7.0,14.8,111
2021-01-08 08:00:00,-3.8,0.0,5.5,14.8,101
2021-01-08 09:00:00,-4.1,0.0,3.6,11.5,84
2021-01-08 10:00:00,-4.2,0.0,2.9,7.9,83
2021-01-08 11:00:00,-3.3,0.0,3.2,7.2,63
2021-01-08 12:00:00,-1.6,0.0,2.6,7.6,56
2021-01-08 13:00:00,-0.2,0.0,2.3,6.1,72
2021-01-08 14:00:00,-0.4,0.0,1.9,5.8,158
2021-01-08 15:00:00,-1.0,0.0,3.6,6.8,180
2021-01-08 16:00:00,-1.9,0.0,4.0,8.6,170
2021-01-08 17:00:00,-1.8,0.0,4.7,9.7,148
2021-01-08 18:00:00,-2.2,0.0,7.7,15.1,139
2021-01-08 19:00:00,-2.4,0.0,9.0,18.4,143
2021-01-08 20:00:00,-2.1,0.0,9.1,20.9,146
2021-01-08 21:00:00,-2.1,0.0,9.3,22.0,144
2021-01-08 22:00:00,-2.3,0.0,9.2,21.6,149
2021-01-08 23:00:00,-2.1,0.0,9.2,21.2,149
2021-01-09 00:00:00,-1.6,0.0,10.0,24.1,150
2021-01-09 01:00:00,-1.8,0.0,11.8,27.4,153
2021-01-09 02:00:00,-1.1,0.0,11.1,27.7,155
2021-01-09 03:00:00,-0.5,0.0,13.0,33.1,156
2021-01-09 04:00:00,-0.2,0.0,14.5,36.7,157
2021-01-09 05:00:00,-0.1,0.0,16.3,40.7,158
2021-01-09 06:00:00,-0.0,0.0,16.3,41.8,158
2021-01-09 07:00:00,-0.1,0.0,16.4,42.8,154
2021-01-09 08:00:00,0.1,0.1,17.1,43.9,155
2021-01-09 09:00:00,0.1,0.0,18.2,47.5,155
2021-01-09 10:00:00,0.2,0.0,19.2,49.7,157
2021-01-09 11:00:00,0.5,0.0,20.9,53.3,161
2021-01-09 12:00:00,0.5,0.1,20.9,55.1,161
2021-01-09 13:00:00,0.9,0.1,22.3,60.5,159
2021-01-09 14:00:00,1.1,0.1,21.4,56.9,155
2021-01-09 15:00:00,1.3,0.1,26.8,70.2,165
2021-01-09 16:00:00,1.5,0.2,28.9,73.4,163
2021-01-09 17:00:00,1.7,0.4,29.5,76.3,162
2021-01-09 18:00:00,1.9,0.6,30.5,79.9,163
2021-01-09 19:00:00,1.9,1.6,25.7,79.6,175
2021-01-09 20:00:00,2.1,3.8,23.9,69.1,196
2021-01-09 21:00:00,1.3,4.8,8.7,59.4,240
2021-01-09 22:00:00,0.9,1.7,12.4,30.6,306
2021-01-09 23:00:00,1.2,0.2,7.5,31.7,325
2021-01-10 00:00:00,0.6,0.0,9.2,22.0,315
2021-01-10 01:00:00,-0.4,0.1,9.0,29.5,268
2021-01-10 02:00:00,0.6,0.0,4.7,23.8,238
2021-01-10 03:00:00,1.4,0.0,5.4,18.4,217
2021-01-10 04:00:00,0.8,0.6,10.9,24.5,278
2021-01-10 05:00:00,0.8,0.5,11.5,33.1,302
2021-01-10 06:00:00,0.9,0.3,8.1,34.6,291
2021-01-10 07:00:00,-0.1,0.2,4.0,29.5,270
2021-01-10 08:00:00,0.2,1.3,4.5,20.2,209
2021-01-10 09:00:00,0.4,0.8,6.2,19.4,201
2021-01-10 10:00:00,-0.8,0.7,7.9,16.6,183
2021-01-10 11:00:00,-0.4,0.4,9.0,20.5,164
2021-01-10 12:00:00,-0.3,0.8,9.5,22.7,155
2021-01-10 13:00:00,0.3,0.4,6.4,27.7,164
2021-01-10 14:00:00,0.1,0.2,8.1,19.1,148
2021-01-10 15:00:00,-0.5,0.3,8.4,20.5,155
2021-01-10 16:00:00,-0.4,0.3,10.5,30.2,139
2021-01-10 17:00:00,0.6,0.4,9.4,31.0,173
2021-01-10 18:00:00,0.5,0.6,9.7,29.5,182
2021-01-10 19:00:00,0.8,1.0,12.2,30.6,199
2021-01-10 20:00:00,0.8,0.4,11.8,31.3,207
2021-01-10 21:00:00,0.9,0.4,11.6,33.8,248
2021-01-10 22:00:00,0.7,0.3,7.6,34.2,270
2021-01-10 23:00:00,-2.2,0.3,6.3,19.8,246
2021-01-11 00:00:00,-1.3,0.4,5.2,13.7,205
2021-01-11 01:00:00,-1.5,0.0,7.8,11.2,193
2021-01-11 02:00:00,-1.8,0.4,4.7,18.4,148
2021-01-11 03:00:00,-0.9,0.1,7.9,15.5,141
2021-01-11 04:00:00,-1.4,0.0,9.5,19.8,127
2021-01-11 05:00:00,-1.3,0.2,9.5,24.5,143
2021-01-11 06:00:00,-0.9,0.4,11.0,26.3,157
2021-01-11 07:00:00,-0.0,0.2,10.7,28.1,160
2021-01-11 08:00:00,0.3,0.8,7.3,25.9,189
2021-01-11 09:00:00,0.6,0.5,4.5,20.5,194
2021-01-11 10:00:00,0.7,0.0,0.7,17.6,90
2021-01-11 11:00:00,-1.3,0.0,5.5,7.9,113
2021-01-11 12:00:00,0.0,0.0,1.1,7.9,90
2021-01-11 13:00:00,-0.8,0.0,3.8,11.5,41
2021-01-11 14:00:00,-2.5,0.0,4.5,11.9,29
2021-01-11 15:00:00,-2.8,0.0,5.8,14.8,22
2021-01-11 16:00:00,-5.4,0.0,7.1,14.8,41
2021-01-11 17:00:00,-7.1,0.0,7.4,14.8,43
2021-01-11 18:00:00,-4.8,0.0,5.9,14.0,14
2021-01-11 19:00:00,-9.1,0.0,6.9,14.0,62
2021-01-11 20:00:00,-9.4,0.0,6.9,13.7,81
2021-01-11 21:00:00,-9.7,0.0,7.4,14.0,76
2021-01-11 22:00:00,-10.3,0.0,7.2,14.0,63
2021-01-11 23:00:00,-10.0,0.0,7.1,14.8,60
2021-01-12 00:00:00,-9.1,0.0,6.8,15.1,58
2021-01-12 01:00:00,-7.0,0.0,7.2,16.6,53
2021-01-12 02:00:00,-4.2,0.0,5.9,15.5,52
2021-01-12 03:00:00,-3.3,0.0,4.5,13.3,61
2021-01-12 04:00:00,-2.7,0.3,3.0,13.0,104
2021-01-12 05:00:00,-2.3,0.1,1.9,14.0,158
2021-01-12 06:00:00,-2.5,0.0,3.4,13.3,162
2021-01-12 07:00:00,-1.8,0.0,6.4,16.6,317
2021-01-12 08:00:00,-4.8,0.0,5.5,22.0,337
2021-01-12 09:00:00,-3.4,0.0,5.5,22.7,337
2021-01-12 10:00:00,-2.5,0.0,11.3,28.4,333
2021-01-12 11:00:00,-0.6,0.1,17.6,45.0,329
2021-01-12 12:00:00,1.1,0.1,24.1,59.8,333
2021-01-12 13:00:00,1.1,0.0,22.9,60.8,327
2021-01-12 14:00:00,1.2,0.0,22.3,59.0,326
2021-01-12 15:00:00,1.2,0.0,22.1,56.5,326
2021-01-12 16:00:00,1.1,0.0,21.1,59.4,330
2021-01-12 17:00:00,1.4,0.0,22.6,60.1,335
2021-01-12 18:00:00,1.4,0.0,22.2,56.9,333
2021-01-12 19:00:00,1.2,0.0,22.4,60.1,332
2021-01-12 20:00:00,1.3,0.0,23.2,63.0,334
2021-01-12 21:00:00,1.4,0.0,24.2,64.8,332
2021-01-12 22:00:00,1.2,0.1,22.6,64.1,329
2021-01-12 23:00:00,1.2,0.0,23.6,60.5,329
2021-01-13 00:00:00,1.1,0.0,22.1,60.1,332
2021-01-13 01:00:00,1.3,0.0,21.5,56.5,337
2021-01-13 02:00:00,0.8,0.2,18.9,54.0,339
2021-01-13 03:00:00,0.5,0.1,17.7,46.8,348
2021-01-13 04:00:00,-0.5,0.0,15.9,44.6,357
2021-01-13 05:00:00,-1.3,0.0,14.4,40.3,3
2021-01-13 06:00:00,-2.0,0.0,12.4,36.4,10
2021-01-13 07:00:00,-3.0,0.0,12.4,32.0,26
2021-01-13 08:00:00,-3.6,0.0,11.8,32.0,38
2021-01-13 09:00:00,-4.4,0.0,11.1,30.6,25
2021-01-13 10:00:00,-5.2,0.0,10.9,28.8,17
2021-01-13 11:00:00,-5.3,0.0,10.5,27.7,16
2021-01-13 12:00:00,-5.1,0.0,8.2,27.0,23
2021-01-13 13:00:00,-3.8,0.0,9.1,22.7,18
2021-01-13 14:00:00,-4.5,0.0,6.8,22.0,18
2021-01-13 15:00:00,-4.9,0.0,9.2,21.6,26
2021-01-13 16:00:00,-5.4,0.0,10.0,23.4,30
2021-01-13 17:00:00,-5.8,0.0,9.7,23.0,42
2021-01-13 18:00:00,-6.5,0.0,7.5,22.0,55
2021-01-13 19:00:00,-7.7,0.0,8.5,18.4,54
2021-01-13 20:00:00,-8.2,0.0,9.0,20.2,67
2021-01-13 21:00:00,-9.4,0.0,7.9,19.1,74
2021-01-13 22:00:00,-10.3,0.0,6.2,16.9,80
2021-01-13 23:00:00,-10.6,0.0,4.7,14.4,81
2021-01-14 00:00:00,-12.9,0.0,2.9,11.9,90
2021-01-14 01:00:00,-12.3,0.0,3.7,7.2,79
2021-01-14 02:00:00,-10.0,0.0,5.7,12.2,72
2021-01-14 03:00:00,-11.8,0.0,4.8,12.6,77
2021-01-14 04:00:00,-12.3,0.0,3.4,9.7,72
2021-01-14 05:00:00,-9.4,0.0,1.8,7.2,90
2021-01-14 06:00:00,-7.2,0.0,3.3,6.1,84
2021-01-14 07:00:00,-5.3,0.0,5.1,9.0,82
2021-01-14 08:00:00,-4.6,0.0,3.2,9.0,90
2021-01-14 09:00:00,-4.4,0.0,2.2,5.8,99
2021-01-14 10:00:00,-4.3,0.0,3.2,5.4,117
2021-01-14 11:00:00,-3.9,0.0,4.6,7.2,129
2021-01-14 12:00:00,-3.1,0.0,6.1,9.4,140
2021-01-14 13:00:00,-4.5,0.0,4.1,10.4,128
2021-01-14 14:00:00,-3.3,0.0,3.6,5.0,127
2021-01-14 15:00:00,-4.3,0.0,4.4,6.1,125
2021-01-14 16:00:00,-4.7,0.0,5.0,7.2,111
2021-01-14 17:00:00,-5.4,0.0,6.0,9.4,115
2021-01-14 18:00:00,-7.1,0.0,6.2,10.1,100
2021-01-14 19:00:00,-7.1,0.0,5.8,10.8,90
2021-01-14 20:00:00,-7.8,0.0,6.2,12.2,80
2021-01-14 21:00:00,-8.2,0.0,5.8,12.2,83
2021-01-14 22:00:00,-8.5,0.0,5.8,12.2,90
2021-01-14 23:00:00,-9.1,0.0,5.8,13.0,86
2021-01-15 00:00:00,-9.3,0.0,5.1,13.0,86
2021-01-15 01:00:00,-8.2,0.0,7.4,11.9,76
2021-01-15 02:00:00,-9.1,0.0,5.9,16.2,76
2021-01-15 03:00:00,-10.3,0.0,5.4,14.0,86
2021-01-15 04:00:00,-10.9,0.0,4.0,12.6,100
2021-01-15 05:00:00,-11.3,0.0,3.4,10.1,108
2021-01-15 06:00:00,-11.4,0.0,4.4,10.8,99
2021-01-15 07:00:00,-11.4,0.0,6.5,14.0,87
2021-01-15 08:00:00,-10.5,0.0,6.9,15.1,84
2021-01-15 09:00:00,-10.4,0.0,6.5,15.1,90
2021-01-15 10:00:00,-10.2,0.0,5.8,14.0,97
2021-01-15 11:00:00,-9.9,0.0,4.8,12.6,103
2021-01-15 12:00:00,-4.3,0.0,4.0,10.4,153
2021-01-15 13:00:00,-6.2,0.0,6.0,8.6,147
2021-01-15 14:00:00,-5.7,0.0,6.4,9.4,128
2021-01-15 15:00:00,-5.7,0.0,7.1,9.7,131
2021-01-15 16:00:00,-6.6,0.0,7.1,9.4,135
2021-01-15 17:00:00,-8.2,0.0,7.2,11.9,127
2021-01-15 18:00:00,-8.9,0.0,7.3,11.9,123
2021-01-15 19:00:00,-8.5,0.0,6.6,11.9,119
2021-01-15 20:00:00,-6.7,0.0,4.8,11.2,117
2021-01-15 21:00:00,-5.3,0.0,4.7,10.4,113
2021-01-15 22:00:00,-5.7,0.0,5.2,11.2,115
2021-01-15 23:00:00,-6.2,0.0,5.7,12.2,108
2021-01-16 00:00:00,-6.7,0.0,6.0,13.7,107
2021-01-16 01:00:00,-9.3,0.0,10.0,13.3,131
2021-01-16 02:00:00,-7.6,0.0,8.9,18.7,122
2021-01-16 03:00:00,-6.8,0.0,9.4,20.5,122
2021-01-16 04:00:00,-5.8,0.0,10.2,22.0,122
2021-01-16 05:00:00,-5.1,0.0,10.2,23.4,122
2021-01-16 06:00:00,-4.7,0.0,9.8,23.4,126
2021-01-16 07:00:00,-5.1,0.0,9.7,23.0,135
2021-01-16 08:00:00,-5.6,0.0,10.2,25.2,138
2021-01-16 09:00:00,-5.7,0.0,11.0,25.9,139
2021-01-16 10:00:00,-5.4,0.0,12.8,31.3,130
2021-01-16 11:00:00,-4.3,0.0,11.6,32.0,144
2021-01-16 12:00:00,-2.6,0.0,13.6,37.1,140
2021-01-16 13:00:00,-0.4,0.0,16.3,41.4,139
2021-01-16 14:00:00,-0.7,0.0,15.8,43.6,137
2021-01-16 15:00:00,-1.0,0.0,15.2,43.9,126
2021-01-16 16:00:00,-0.4,0.0,15.8,43.6,120
2021-01-16 17:00:00,-0.7,0.0,14.7,43.6,121
2021-01-16 18:00:00,-0.7,0.0,12.4,40.3,120
2021-01-16 19:00:00,-0.8,0.0,12.8,36.0,122
2021-01-16 20:00:00,-0.6,0.0,13.9,39.2,127
2021-01-16 21:00:00,-0.7,0.0,14.1,40.7,122
2021-01-16 22:00:00,-0.8,0.1,13.7,39.2,117
2021-01-16 23:00:00,-0.8,0.1,14.2,40.3,111
2021-01-17 00:00:00,-0.9,0.0,12.6,40.0,110
2021-01-17 01:00:00,1.5,0.0,18.1,36.0,133
2021-01-17 02:00:00,1.7,0.0,18.8,50.4,137
2021-01-17 03:00:00,1.8,0.0,20.0,53.6,141
2021-01-17 04:00:00,2.0,0.2,21.5,56.9,145
2021-01-17 05:00:00,2.2,0.2,21.8,57.6,149
2021-01-17 06:00:00,1.8,0.4,21.7,59.4,156
2021-01-17 07:00:00,1.6,0.4,21.3,58.7,158
2021-01-17 08:00:00,1.6,0.2,21.4,57.2,160
2021-01-17 09:00:00,1.5,0.1,22.1,58.3,161
2021-01-17 10:00:00,1.6,0.0,22.3,58.3,162
2021-01-17 11:00:00,1.7,0.0,22.8,60.1,162
2021-01-17 12:00:00,1.8,0.0,23.3,61.6,160
2021-01-17 13:00:00,2.2,0.0,22.2,60.5,160
2021-01-17 14:00:00,1.8,0.1,22.3,57.6,162
2021-01-17 15:00:00,1.7,0.4,21.2,56.9,162
2021-01-17 16:00:00,1.5,0.6,20.0,54.4,162
2021-01-17 17:00:00,1.5,0.6,18.8,52.2,163
2021-01-17 18:00:00,1.4,0.6,19.6,50.4,163
2021-01-17 19:00:00,1.3,1.0,18.7,50.8,161
2021-01-17 20:00:00,1.3,0.8,16.7,48.2,161
2021-01-17 21:00:00,1.4,0.5,15.6,43.6,157
2021-01-17 22:00:00,1.6,0.2,14.8,40.7,157
2021-01-17 23:00:00,1.6,0.1,15.9,40.3,152
2021-01-18 00:00:00,1.8,0.1,15.9,40.7,152
2021-01-18 01:00:00,2.0,0.1,16.2,40.7,148
2021-01-18 02:00:00,2.0,0.0,16.6,42.1,150
2021-01-18 03:00:00,2.0,0.0,17.4,43.2,146
2021-01-18 04:00:00,2.2,0.0,17.2,44.3,147
2021-01-18 05:00:00,2.1,0.0,17.7,44.6,141
2021-01-18 06:00:00,2.1,0.0,17.0,44.6,148
2021-01-18 07:00:00,2.2,0.1,16.6,44.3,146
2021-01-18 08:00:00,2.3,0.4,17.9,50.0,150
2021-01-18 09:00:00,2.2,0.6,18.8,51.5,151
2021-01-18 10:00:00,1.9,1.2,18.2,51.1,162
2021-01-18 11:00:00,2.0,0.8,18.5,47.9,159
2021-01-18 12:00:00,2.0,0.2,16.8,46.8,157
2021-01-18 13:00:00,2.2,0.1,17.6,43.2,165
2021-01-18 14:00:00,1.9,0.5,17.0,44.3,159
2021-01-18 15:00:00,1.9,0.0,15.5,42.5,155
2021-01-18 16:00:00,1.7,0.0,16.1,39.6,146
2021-01-18 17:00:00,1.7,0.0,17.4,43.6,146
2021-01-18 18:00:00,1.7,0.1,17.1,43.9,145
2021-01-18 19:00:00,1.9,0.4,18.1,45.7,149
2021-01-18 20:00:00,1.8,0.5,17.6,46.1,152
2021-01-18 21:00:00,1.7,0.4,18.0,46.4,151
2021-01-18 22:00:00,1.9,0.3,17.4,46.4,150
2021-01-18 23:00:00,2.0,0.5,17.2,45.7,151
2021-01-19 00:00:00,2.3,0.3,17.9,46.4,150
2021-01-19 01:00:00,1.9,0.3,16.6,46.1,150
2021-01-19 02:00:00,1.9,0.0,16.3,42.1,145
2021-01-19 03:00:00,2.0,0.0,15.0,41.0,145
2021-01-19 04:00:00,1.9,0.0,13.6,38.2,140
2021-01-19 05:00:00,1.5,0.1,11.7,34.6,135
2021-01-19 06:00:00,0.9,0.1,10.5,31.0,128
2021-01-19 07:00:00,1.2,0.3,10.2,31.3,132
